ID	tweet	labels		
1364409449117540358t	@EWoodhouse7 He would do that, but it would force him to admit that having been vaccinated makes you any different than those that haven’t been vaccinated.	ineffective		
1444055894094860290t	"#VAERS 15y♂️#Pfizer #Covidvaccine #Pfizerdeaths #Pfizerkids ""The father reported that ... (the son) received ... the Pfizer vaccine on 09Aug2021 ... . Unfortunately, patient passed away (death) on Friday 13Aug2021 ... without any history of illness."" https://t.co/B0PPEt8WNf"	side-effect		
1450868559756812288t	#COVID19 #COVIDVaccine #Pfizer #DeltaVariant We deserve a better COVID-19 vaccine @POTUS. Are they working on it or are we just expected to continue taking a vaccine and booster shots that are not targetting the dominant variants making vaccinated people sick? https://t.co/Luotf54dHC	ineffective		
1255400282499973121t	@shazbkhanzdaGEO As you are talking about Flu & Vaccines, kindly understand that Flu Vaccines STILL do not work and even though Spanish Flu was spread in 1918, first Vaccine for Influenza was introduced in 1942, read its history, it mutated Virus & furthe	ineffective		
1355737068085907457t	I guess my body my choice is a very specific mantra for the left Realize this request is for kids learning *remotely* I'm not anti vaxx but it should always be a choice If you're vaccinated what is the issue that others don't get vaccinated? https://t.co/9eoi0o0zNW	mandatory		
1336353158486867968t	Shut the fuck up Margaret. You’re 90. The fuck you getting vaccinated for wtf is Pfizer/BioNTech y’all boutta get a real virus. Don’t allow 🍪s whadduh buncha brainwashed morons.	unnecessary side-effect		
1322206742105755648t	So basically @janssen refused to provide additional info about the adverse event that stopped its clinical vaccine trial, even after Dr. Sandra Fryhofer reminded him of the importance of transparency. https://t.co/3PVAQS2xB9	pharma		
1282784778253672448t	URGENT: Do NOT accept the covid vaccine 🙏 Please @BorisJohnson And @realDonaldTrump , @DrJudyAMikovits, @DrKlinghardt @Danieladeiosso1 The World needs your help🙏🙏🙏 Stop the deadly vaccine. https://t.co/8fj7xs6KAq	side-effect		
1336151202946572291t	@CNBC No, they actually can’t unless they want to lose the business			
1371710886369501184t	@Martaddia Interesting that countries with zero covid policies are more cautious than those with high #Covid19 mortality rates. I suppose if your country has fewer than 100 deaths from #Covid the risk of the #AstraZeneca vaccine is more unpalatable and wi	side-effect		
1423004583522152454t	“DEADLY SHOTS! Former Pfizer Employee Confirms Poison In COVID ‘Vaccine’ [25 minute video on https://t.co/wtKzMmvJO8] - https://t.co/lK4qoWj0gD	ingredients		
1337468759687258115t	@realDonaldTrump @US_FDA @SteveFDA You might want to read the fine print on side effects and also look how the FDA under your administration has manipulated the stock market. Pfizer may have a vaccine but it’s not the best one in my opinion. Look at Ino	side-effect ineffective		
1336672623665754112t	@IkNet @CarolineVonhoff 4 trial volunteers who got #Pfizer's #COVID19 #vaccine developed Bell's palsy - but FDA denies that the temporary facial paralysis was caused by the shot https://t.co/7m4Md78Igh and FDA Says 2 Participants In #Pfizer #COVID19 #Vacc	side-effect		
1393246512235249665t	I think that Sputnik v vaccine has a big time chance to go wrong India to Make Russia’s Sputnik V Vaccine Available Amid Devastating COVID-19 Toll https://t.co/S4cBK3sIMm via @democracynow	country		
1262766645325393920t	@GregMannarino Because Bill Gates needs a PR man at the White House while he's busy paralyzing and killing children with toxic vaccines. https://t.co/hDr9VYUOda #VaccinesWork to injure and kill.	side-effect		
1325863559545450496t	@EpiWhisp Everybody who believes @pfizer vax is “90% effective” stand up and shout. https://t.co/WOwNO066Yo	ineffective		
1368294361595846656t	@MattHancock why vaccines should be made mandatory? Why do people who have antibodies after getting covid need vaccine? Why is NHS ASKING FOR PLASMA from recovered covid patients when there's vaccines? Why is the vaccine not a cure or prevention?	mandatory unnecessary		
1333447206720974849t	The Criteria for a successful #CovidVaccine is that it might reduce the sniffles. Nothing more. Big Pharma and their promoters will be paid Billions with no liability for damages. Covid has a 99.95% survival rate If you get an adverse reaction you'll be living with it for life https://t.co/x8q4D2xl5t	side-effect pharma unnecessary		
1334575495011295234t	@mariannaspring @BabitaTV Was just curious... If vaccines are 100 per cent safe why has Pfizer asked for indemnity??	side-effect pharma		
1432335414065602563t	Moderna’s COVID-19 vaccine contamination woes in Japan have widened with another million doses being suspended, after foreign substances were found in more batches and two people died following shots from affected lots. | @Reuters https://t.co/pOFs21MsGF	side-effect ingredients		
1375093738310135812t	@Spike9151 Preposterous! Why would the guy that cured the Lepers need to take the vaccine? 😂	unnecessary		
1341580575157710848t	@FOX5Atlanta Make sure @pfizer keeps 15 vaccines for themself so they can show the public they have confidence in the very thing they want the masses to take. Don't coward out with the Placebo either. The coward Albert is scared!	pharma		
1298703745996529669t	@HighWireTalk @vaxxedStLouis We have filed petition in the court against NBC News for invasion of privacy and public defamation for SUCCESSFULLY treating my sons vaccine injury with alternative treatment! There is a lot of work still to do Please donate i	side-effect		
1336689314860765184t	Four volunteers who got Pfizer's vaccine developed Bell's palsy https://t.co/0heDYyPn0v via @MailOnline SERIOUS SIDE EFFECTS with PFIZER RNA Vaccine 💉	side-effect		
1371424381419671552t	Dane who died from blood clots after taking AstraZeneca jab had ‘unusual symptoms’ - #Coronavirus_News - A 60-year old Danish woman who died of a blood clot after receiving AstraZeneca’s COVID-19 vaccine had “highly unusual” symptoms, the Dan... - https://t.co/sDymdGD3E5 https://t.co/i0RhBWb1Ed	side-effect		
1327369743171547136t	@GovRonDeSantis The COVID-19 vaccine should be VOLUNTARY, and no one including health care workers should be forced to take it. Will you protect our right to personal autonomy?	mandatory		
1343423791284723712t	@dilleradollar My spouse was forced to have that anthrax vaccine. We're well informed and a hard no on first gen covid vax.	rushed		
1376707453841141764t	This vaccine does not prevent infection or stop transmission, it's hoped it reduces severity, and it's only 60% effective at that, if at all. Canada pauses AstraZeneca vaccine for under 55s https://t.co/iOHTsusxD3	ineffective		
1326130994085318656t	@ThatSocialist @PickardJE And still do. I don’t trust Pfizer, or their claims about efficacy!	ineffective pharma		
1331642839478964224t	@slats76 @amandageal @Northernlu @emmakennytv @MichaelYeadon3 TELL US ALL ABOUT THE VACCINES!!! Pfizer vaccine is 95 percent effective. What they neglect to tell us is that the placebo arm was 99.5 percent effective! Pharna lemmings are frightening.	ineffective pharma		
1453709223276126212t	@KhanKaga @CatherineQ @FredNewmanAust @jo_moir @NewsroomNZ The problem with these people is that they don't understand that Pfizer protection against infection drops by a fifth every month. It's a leaky vaccine which was never designed to stop infection. 	ineffective		
1416309132005572609t	16 out of 19 residents at a London care home got infected during a delta outbreak, 3 hospitalised, no deaths. 40% had received one dose of AstraZeneca vaccine. Warning: This preprint has a confusing narrative. https://t.co/I9NE2r7XM0	side-effect		
1355299993930919943t	"Do you really trust this company's vaccine? ..Johnson & Johnson ""disregarded the safety of consumers"" in its drive for profit, despite knowing its talc products caused ovarian cancer. It also found ""significant reprehensibility"" in the company's conduct. https://t.co/82jcDIffFy"	pharma		
1359454232202543105t	@cinegirl14 @ScottMorrisonMP The vaccine that it's manufacturers say just slightly reduces symptoms of a virus that is 80% asymptomatic and won't prevent catching or spreading the virus with no studies on long term side effects? It's the Covid 1 vaccinati	ineffective rushed		
1355817527469891587t	Too much secrecy shrouded in the vaccine deal as big Pharma companies continue to suck Africa dry https://t.co/MO1XFdu0dH #vaccination #VaccineforSouthAfrica #AstraZeneca #astrazenecavaccine	pharma		
1377575448620773377t	Man’s skin ‘peeled off’ in rare reaction to Johnson & Johnson COVID vaccine https://t.co/GLm2jlFUD9	side-effect		
1400385355178708992t	Australia: Eight new cases of AstraZeneca clotting condition. One person is in intensive care after developing a case of the rare clotting disorder linked to the AstraZeneca vaccine. There have been eight more cases of the rare clotting condition linked to that vaccine.	side-effect		
1364625693053747213t	Vaccine passports are discriminatory and a gross violation of our privacy and freedoms. We cannot allow them to become an accepted and normalised aspect of travel.	mandatory		
1437319006726365184t	@NFTfinds @BorisJohnson “What else do you want him to do”? Are you serious? He has removed every public safety measure we had in place. Double vaccinated people can both catch and spread the virus, and people can still get very unwell with it.	ineffective		
1350190945057333248t	"Just read a report in the DE stating that in Norway 23 elderly people died within days of having the Pfizer Covid-19 vaccine, 13 of the deaths are said to be directly related to ""side effects"", all were nursing home patients and at least 80 years old. https://t.co/NpJMLPySZW"	side-effect		
